smiles,homolumogap
N#C[C@@H](c1ccccc1)CCCc1ccccc1,6.130725051765
COn1c(O)nc(cc1=O)C,5.507584334120001
NCc1ncc([nH]1)C(C)(C)C,6.500799888445
Sn1ccc2c1cccn2,5.31166236176
CCOC(=O)[C@@H]1CC(=O)O[C@]1(CC=C)C(C)C,6.960672295789999
O[C@@]1(CCOCCC1)CC[C@@H]1CCCO1,8.329404963805
C[C@]1(N)CC=CC(=C1)c1ccccc1,4.58783951943
O=C(c1[nH]cc(c1)N(=O)=O)N[C@@H]1CCCNC1,3.99463132534
O/C=N/c1cc2c(s1)[N]C(=N[CH]2)C,4.41912893212
COC(=O)[C]1C=C(C)N=C2N1C(=N[CH]2)O,3.360606053675
OC[C@H]([C@H](C(CC)(C)C)O)O,8.144367545464998
OC(=O)CCNCc1ccc(nc1)Cl,5.6381989823600005
C[CH][N][N]C1=C2C=CC=C[C]2Nc2c1cccc2,3.610950796135001
CCCCO[C@@H]1C[C@H](C1(C)C)NC,7.98382037367
OC(=N)[C@H](Cc1ccccn1)Cc1ccccc1,4.987846879665001
CC(=N)c1ccc2c(c1)cc([nH]2)C,4.889885893485
O=C(C(Cl)(Cl)Cl)OC1(C)COC1,5.654525813389999
CCOc1cccc(c1)O[C@H](C(=O)O)C(C)C,5.880380309305001
Nc1ccc(c(c1)C)c1cc(oc1C)C,5.281729838205
CN[C@]1(C)Cc2c(O1)cccc2,5.635477843855
OC1=Nc2ncccc2CCC1,5.3878542399
CC[C@H](/N=C(/O)\C)CC1CC1,7.31442030144
C=COCCOCCCC(=C)C(=O)O,4.5715126884
COCCCOC[C@@H](NC)C,7.752523600745
Fc1ccc(cc1)c1ccc(o1)c1ccccc1,3.997352463845
FC/C(=N\c1cccnc1N1CCNCC1)/O,5.02322168023
Nc1ccc(cc1/C(=N\CC1=N[CH]N[N]1)/O)F,4.993289156675
Clc1ccc(nc1)NC1(C)CCCC1,4.93614524807
c1coc(n1)COc1[nH]ccn1,5.273566422690001
BrCC(=C)C(=O)Oc1ccccc1,4.8517899544150005
NCCN[C@H](c1cccs1)CC,5.7171119990050006
N#CC(=C1C(=O)C(=C(C1=O)S)S)C#N,3.0340694330750004
C/C=C(\C(=O)O)/N=C(\[C@@H]1CCCC[C@@H]1C)/O,4.93614524807
CN1CC(=O)[C@@H](C1)C(=O)OB(C1CCC1)O,5.08308672734
CCCSC1(C#N)CC(C1)(CCC)CCC,6.26950311552
COc1ccccc1C[C]([N][N][C](O)C)O,5.27356642269
F/C=C/C(CF)(F)F,7.38516990257
CC[C@@H]([C@@H](c1ccc(cc1)C#N)O)C=C,5.657246951895
O=Cc1cnc2c(n1)cncc2,4.07082320348
OC(=O)c1c(C(=O)O)[n+]([O-])cc(c1C)C,4.277629729860001
CC(=O)CC(=O)c1ccc(cc1)N(C)C,4.160620774145
O=Cc1ccccc1N(C(=O)c1ccccc1)C,4.552464718865
CN(c1scc(n1)C(=O)C)CC1CCC1,4.3973598240800005
C[C@@H](C1(CC1)c1ccccc1)O,6.416444594790001
CC([C@@H](c1cccs1)N[C@@H]1CCCNC1)C,5.4966997801
NCCN(c1ncnc(c1)C(C)C)CC(C)C,5.52391116515
C=C[C@@H]1OC(=O)CN([C@@H]1C(C)C)C,6.2150803454200005
O/C=N/Cc1ccc(cc1)OC(F)(F)F,6.1579364368150005
CCC[C@@H](C(=O)[Si](C)(C)C)Br,4.895328170495
N#Cc1cccc(c1)Nc1cc(N)ccc1C,4.07626548049
O=C(N(CC1=N[CH]N[N]1)C)CC1CNC1,5.627314428340001
SCC(CCC(=O)O)CS,6.61780884416
CC(NC[C@H]1C[C@@]21CCCC(CC2)(C)C)C,7.64639919905
OCCOc1ccc2c(n1)cccc2,4.87628020096
CC(/C=C\1/CCCN=C1O)C,5.58377621226
CCC[C@H]([C@](C(=O)C)(CC)C)O,5.945687633425
N#Cc1ccccc1/N=C(\c1ccccn1)/C,4.024563848895
CCCCCC[C@@H]([C@@H]1CCC=CC1)O,7.273603223865001
CCCCCCc1ccc(o1)OC,6.00827381904
C[C@@H](COc1ccc(cc1F)F)O,5.684458336945
OCCSCCSc1ccccc1F,5.2844509767100005
CCOC(C[C@H]1O[C@@H]1CO)OCC,8.443692781015
CCCN[C@H](c1nccc(c1)C)[C@H]1COCC1,5.1402306359450005
CC[C@H](OC(=O)COc1ccc(cc1C)C)C,5.771534769105
Clc1ccc(cn1)C1CNC1,5.6164298743200005
CO[C@H]1C[C@H]2[C@]3([C@@H]1C3)C=C2,6.506242165455
OC(=O)c1nc(N)c(cc1Cl)Cl,4.6640313975700005
COc1ncc(cc1C(=O)CC=O)Cl,4.5715126884
CCOC(=O)CC[C@H]([C@H]1OC[C@H](O1)CO)C,7.31442030144
OC(=O)c1cccc(c1c1ccncc1)F,5.0613176193000005
C[C@@H]1CC[C@@]2(CC1)CO[C@@H]1[C@H](N2)CCCCC1,7.325304855460001
OCC[C@H]([C@@H]1CCCO1)N,8.23960739314
OC(=O)c1cccc(c1Cl)[C@H]1CNCC1,4.835463123385001
CN(CC#N)C/C(=N\C)/O,6.61780884416
OC(=O)[C@H](CSCCCN1CCCC1)C,5.923918525385001
CC(=O)c1ccc(nc1)CCN1CCNCC1,4.084428896005
C=CC[C@](OCc1ccccc1)(CO)C,6.48175191891
O[C@@H]1CCNCCC1,7.921234188055001
CC[C@@H]1OCCN(C1)[C@H](CN)CC,7.643678060545
O[C@H]1CCCC[C@]1(Cc1ccccc1)N(=O)=O,4.67491595159
CN[C@@H]1CCCN(C1=O)[C@H](c1nncn1C)C,6.190590098874999
NNc1ccccc1/C(=N\[C@@H](CC(C)C)C)/O,4.922539555545001
CC1=NOCO1,6.62869339818
C=CC(C(C)C)(CC=C)CC=C,7.145709714130001
CSC[C@H]1[C@@H](CCN1C(C)C)C(C)C,6.511684442465
CN[C@H](c1nnc(o1)C[C@H]1C[C@H]2C[C@@H]1CC2)C,6.13344619027
Cl[C@@H]1CCCOC(=O)[C@@H]([C@@H]1C)Cl,7.140267437120001
O[C@@H](c1ccccc1)CNCC(C)C,5.793303877145
N=c1ccn([nH]1)CCCSc1ccccc1,4.579676103915
CCOCCCN[C@H](c1ccc(cc1)F)C,5.74704452256
Fc1ccc(nn1)C=O,4.57695496541
CCCCCCCSC(=O)C,6.364742963195
CO[C@H]1Cc2c(C1=O)c1ccccc1cc2,4.182389882184999
N#C[C@@H](Sc1nccc(n1)C)C,5.259960730165
CC(CN(C1CC1)CCCCNC1CC1)C,7.921234188054999
COC(=O)c1ccc(c(c1)n1cccc1)N,4.819136292355001
OC[C@H]([C@@H](N)C)OCC1CCOCC1,7.97293581965
N[C@@H]1CC[C@@](CC1)(O)c1nccn1C,6.503521026950001
C=Cc1cnc(c2c1CSC(=O)O2)C,5.194653406045001
NCCCOc1ccc(c(c1)C)C(=O)O,5.2055379600650005
C1CCC(CC1)N1OC=CC=C1,4.277629729860001
C[C@@H]1CCN([C@H](C1)C)C(=O)c1[nH]cc(c1)N,4.770155799265
N#C[C@H](CN1CCOC[C@H]1C)N,6.82461537054
CC1=CCC[C@@]21Cc1c(C2=O)cccc1,4.644983428035
OCC/C(=C(/N)\C)/[C](O)[NH],5.92663966389
OC(=O)O[C@H]1Cc2c(N1)cccc2,5.570170519735
COc1ccc2c(c1)C=CC2=O,3.665373566235
CC(/C=N/N1CCCSC1=N)C,5.28989325372
C[C@@H]1C[C@@H]2C([C@@]1(C)C(C2)(C)C)(C)C,9.325341656635
OC(=O)Cc1nc2n(c1C)cccc2,4.713011890660001
CCOC(=O)c1noc(n1)c1nocc1,5.6381989823600005
Nc1cccc(c1)NCc1n[nH]nn1,3.981025632815
CC[C@@H](Nc1cccnc1Cl)C[C@@H](CC)C,4.982404602655
COc1cccc(c1)N(=O)=O,4.264024037335
CCc1ncc(cc1N(=O)=O)Br,4.601445211954999
CCC(=O)[C@H](C(=O)O)CCc1ccccc1,5.344316023819999
CCN(C(=O)C1(CCCC1)C(=N)S)C,6.17698440635
OCCN(C(=O)c1cccc(c1)OC)CCO,5.493978641595
OCC[C@@H]1CCCc2c1ccs2,5.80690956967
CCSF,5.161999743985
Nc1ccc2c(c1O)c1ccccc1[nH]2,4.710290752155
Cc1ccc(cc1NC1CCOCC1)C,5.455882702525
C[C@@H]1OO[C@H](C=C1)COCc1ccccc1,6.522568996485
C[C@@H]1CC[C@H](CC1)c1ccc(cc1F)N(=O)=O,4.753828968235
CC1=C(C)CCC1=C,5.3715274088700005
O=C1CC[C@]2([C@H](C1)[C@@H](C)CCC2)C,6.05181203512
FC[C@@H]1C[C@@H](O)[C@@H]([C@@H](O1)C(C)(C)C)O,8.269539916694999
OCCN(C(=O)CC1CC1)CCO,7.00421051187
N[C@@H](C(C)C)CN(C1CCCC1)C,7.744360185230001
CC(c1ccc(cc1)[C@@](C(=O)O)(N)C)C,6.206916929905
O=C1CCCN1c1ccc(c(c1)N)F,5.238191622125
CCNc1ccccc1N1CCN(CC1)C,5.390575378405
CCO[C]([N][N][CH]C(=O)O)O,5.0395485112600005
CC[C@H](S(=O)(=O)N(CC1CCC1)C)C#N,6.84094220157
Cc1cccc2c1c1nccn1c(n2)O,4.971520048635001
CC(=O)O[C@H]1OCCC[C@H]1C,7.47768861174
OC1=NC[C@@H](CC1)Nc1cccc(n1)Cl,5.132067220430001
CCCCN[C@@H]1C[C@H](C1)c1ccc(cc1)OC,5.776977046115
CCCCCC1=CC1(C(=O)OC)C(=O)OC,6.604203151635001
COc1ccc2c(c1)CC([C@H]2C)(C)C,5.69262175246
C=CC1=C[C@H](C=C1)CC(C)C,4.835463123385
CC[C@@H]([C@@H](C(=O)O)/N=C(/O)\C)C,6.5851551821
N#Cc1cc2CCCc2nc1SC(C)(C)C,4.506205364280001
NC[C@@H]1CCC[C@@H]1/N=C(\CCn1cncc1)/O,6.332089301135
OCCN1CCC[C@@H](C1)CN,7.589255290445001
C[C@H]1CCCC[C@H]1OCCc1ccccc1,6.563386074059999
OC(=O)c1ccc2c(n1)c1cccnc1cc2,4.443619178665
COc1ccc(c(c1)OC[C@@H](O)C)/N=C(/O)\C,5.303498946245
C[C@H](C(=N)S)COCC1CC1,6.500799888445
C[N]C1=N[C](NS1)Cc1cccc(c1)OC,5.0177794032200005
CCC[C@@H]1NCCCN(C1)C(C)(C)C,7.464082919215
Clc1cncc(c1)B1OC(C(O1)(C)C)(C)C,5.7143908605
CCC[C@](NCCCO)(CN)C,7.526669104830001
CCc1nc(CC)cc2c1c(=O)cc[nH]2,4.949750940595
OC(=N)[C@H](CNC[C@H]1Cc2c(O1)cccc2)C,5.684458336945
CCc1ccc(o1)[C@@H](CCC(=O)O)N,6.0926291126950005
CCn1nc(c(c1Cn1ccc(n1)C)Cl)C,6.378348655720001
Clc1cccc(c1)O[C@@H](n1cnnc1)C,6.000110403525
OC1=NCCC[C@H]1CCC=C,6.228686037945
O=C1N(OC[C@H]2OC2)C(=O)c2c1cccc2,4.84906881591
C[C@H](N1CC[C@H](C1=O)Br)COC,5.61098759731
CC(NCC/C(=N\c1ccccc1OCC(C)C)/O)C,5.63275670535
Cc1c(C)c(Cl)n[nH]/c/1=N/CCSC,3.978304494310001
Nc1c(O)nn2c1[nH]c1ccccc1c2=O,4.405523239595
CN/N=C\1/C=Cc2c3c1cccc3ccc2,3.093934480185
O=C1CCC(=O)N1C1(CCCCC1)C(=N)S,5.69806402947
C/C=C\1/OC(=O)C(=C1C)O,4.50620536428
OC(=O)N([C@@H]1CCN(C1)c1ccncc1)C,5.75248679957
O=C(c1ccc(cc1)Cl)C/C=N/NC(=N)O,4.209601267235
COCCCN(c1ccccc1C(=N)N)C,5.167442020995001
C[C@@H](c1scc(n1)C(C)(C)C)O,5.793303877145
CCCCNCCc1c(C)nn(c1C)C,6.585155182099999
C=C1N=C(C[C@H]1c1ccccc1)O,5.564728242725
NCCC[C@H]1N[C]([C@@H]([C@@H]1C)O)[NH],6.5470592430300005
Nc1ccc(cc1)[C@@H](n1cncc1)C,5.483094087575
COCCCCC(OCC)OCC,9.121256268760002
COC(=O)C(=O)Nc1ccc(c(c1)F)Cl,4.438176901655
O=CC1(CCOCC1)CN1CC[C@H](C[C@@H]1C)C,4.98512574116
Fc1csc(c1C1=NC(CO1)(C)C)C,5.317104638769999
C/N=C/N[C@@]1(Cl)C=CC=C[C@@H]1C,4.547022441855
CCNCCC(=O)N(c1ccccc1)CC,5.93752421791
N[C@H](C#N)CCSC1CCCCC1,6.560664935555
Oc1cc2[nH]ccc2c2c1scc2,4.489878533250001
O=C(c1cc(F)ccc1N)OC(C)(C)C,4.28307200687
[NH][N]/C(=N\C(=N)O)/S,4.15245735863
CCC[C@H](CC(=C)C(=O)O)CC(C)C,6.03548520409
CCCC[C@@H]1CC[C@H](CC1)C(=O)C(C)(C)C,6.00827381904
ClN[C@H](P(=O)(O)O)CC(C)C,5.839563231730001
OC(=N)CN(c1cccc(c1)C(F)(F)F)C,5.3497583008300005
OC(=O)C(N)(C)C,6.805567401005
C[C@@H]1CC[C@H]([C@H](C1)Cl)C(c1ccco1)(C)C,6.378348655720001
C=C1CCN[C@H](C1)c1ccccc1,5.885822586315001
CN[C@H](/C(=N\C)/O)Cc1nc2c([nH]1)cccc2,5.6055453203
CNc1c(cccc1OC1CC1)OC(C)C,5.548401411695001
Cc1c(OCCCCCO)cccc1C,5.885822586315
OC[C@@H]1CCCN(C1)C[C@@H]1CCOCO1,7.749802462239999
CCC(S(OC(C)(C)C)([O])[O])(C)C,8.541653767195
C1=NCc2c(N1)[nH]nn2,5.6055453203
[O-][N+]1C=NC2=N[CH]C=NC2=C1,3.66265242773
CSc1ccc(cc1N(=O)=O)C(=O)C,3.95109310926
O/C(=N/c1cscc1)/NC1(CC1)C(=O)O,5.3878542399
OCCN([C@H](C(=N)NO)C)C1CC1,6.29671450057
O=C(C(=C)OP(=O)(C)C)N(C)C,6.05181203512
O=C1C[C@@H](C21CCCC2)OC1CCCCCC1,5.79058273864
CC(c1cccc2-c(c1)ccc2C)C,3.028627156065
CCC(C(=O)O[C@@]1(C)CC(C[C@H]1C)(C)C)(C)C,7.35795851752
C[C@@H]1CC[C@H](CC1)N([C@H](C(C)(C)C)[C@H](N)C)C,7.012373927384999
CCOc1ccc(cc1)n1cc(C)ccc1=O,4.40280210109
CC[C@@H]1CCCN1C(=O)c1ccc(cc1)NC,5.072202173320001
OC(=O)[C@](C/N=C(\c1ncccc1C)/O)(O)C,4.7347809987
O=c1ccccn1c1cscc1,4.514368779794999
CO[C@H]1Cn2c(S1)nc1c(c2=O)cccc1,4.917097278535
CCC1=NC(=O)[C@H]2[C]([N]1)SC1=C2CCCC1,3.823199599525
CCn1ncc(c1)C[C@@H]([C@H]1C[C@H]2O[C@@H]1CC2)O,6.71032755333
CCCCN(C1=CC=C(N[CH]1)[NH])CC,3.948371970755
O=C(C1=CCCCC1)CC(F)(F)F,5.35520057784
COC[C@@H]1CCN(C1)C[C@H](C#N)NC,7.0450275894450005
NOP(=O)(C)C,8.334847240815
OCCCCO/C=C/CO,6.86271130961
Cc1cc(F)ncc1[C@@H](COC)N,5.570170519735
CCCN(C1CC1)CCCc1ccccc1O,5.69262175246
COC(=O)[C@H](/N=C(\[C@H]1CCC(=N1)O)/O)CC=C,6.72121210735
NC/C(=C/c1ccc(cc1)Cl)/C(=O)OC,4.797367184315
COc1ccc(cc1)CN1CCC(=N)N1,5.27356642269
OC(=O)[C@@H]1C[C@H]1OC(=O)C(=C)C,5.336152608305
NNCCN1CCNCC1,7.507621135295
CCCC(CN(C)C)(C)C,7.64095692204
CCCN(C(=O)[C@H](C(C)C)C#N)CCC,6.86815358662
CCC(N[C@@H]1C[C@H]2CC[C@@H](C1)N2C)CC,7.572928459415
Cc1ccc2c(n1)cc1c(c2)OC(C=C1)(C)C,4.236812652285
OCC[S@](=O)c1ccccc1C(=O)O,5.091250142855001
C/N=C(\CCNCc1ccc2c(c1)OCO2)/O,5.564728242725
COc1ccc(cn1)N[C@@H]1CCOC(C1)(C)C,4.732059860194999
CC(C[C@H]1CC(=O)c2c(C1)[nH]c(=N)s2)C,4.318446807435
CCCCCc1nnn(c1)C[C@H](CC)C,6.66678933725
CC(COC(=O)/C=C/C1CCCCCC1)C,6.201474652895
OCCN(Cc1cc(nn1C)CC)C,6.7348177998750005
CN[C@@H](c1cc(C)ccc1O)CO,5.73071769153
[O-][n+]1ccc(cc1)C1OCCO1,4.666752536075
Clc1nc2cccnc2n2c1ncc2,4.4626671482
COCc1ncc2c(n1)CN(C2)C,4.914376140030001
Cc1ccoc1n1nnnc1O,5.20825909857
O=C1O[C@@H]([C@@H](C1=C)C)COCc1ccccc1,5.521190026645
Nc1ccc(c(c1)c1ccco1)N(C)C,4.334773638465
C[C@H](N1CCNCCC1)C1CCCCC1,7.159315406655001
CN1N(C[C@@](C1=O)(C)O)c1ccccc1C,5.21370137558
OC(=N)[C@H](CCN1C(=O)CCC1=O)N,6.508963303960001
COC[C@@H]1[C@@H](CC)[C@@H]2C[C@H]1[C@H]1[C@@H]2[C@H]2C[C@@H]1C=C2,6.9116918027
COCCn1ccc2c1ccc(c2F)F,5.156557466975
O[C@]12C=C[C@]34[C@H]1[C@]23OC4,5.62731442834
CC([C@H](Cn1c(=N)[nH]c2c1cc(F)cc2)C)C,4.960635494615
CN(C(=N)O)CC1CCCCC1,7.42870811865
CCC#CC(=O)N1CCOCC1,5.8259575392050005
Clc1cccc(n1)C(=O)/N=c/1\[nH][nH]cc1,4.47355170222
CC1(C)O[C@H]2[C@H](O1)CC1=CCC=C1C2,5.29533553073
CC[C@@H]1CNC[C@]([C@@H]1N)(C)CC,7.872253694965
OC(=N)N/N=C(\c1ccc(cc1)O)/O,4.606887488965
CC/N=c\1/sc2c([nH]1)cc(cc2)C,5.09397128136
CCOC(=O)CCCOc1ccc(cc1)C,5.79602501565
Nc1ccc(cc1F)CN1CCCCCCC1,5.52391116515
O=[S@](C(C)(C)C)C/C=N/C(C)(C)C,5.46404611804
CCCC(NCCC1CC1)CCC,7.87497483347
C[C@@H](c1ccc(c(c1)O)C)O,5.885822586315
CCCC1=CC(=O)C(=O)C=C1,3.21638571291
O[C@@H](C(=O)OC(C)(C)C)N1CCC1,6.106234805220001
ClC1=CCCP1Cl,5.439555871495001
N/N=C/c1ccc(c2c1cccc2)CO,3.975583355805
O[P@]1(=O)CCCC[P@@](=O)(C1)O,8.187905761545
NC[C@@H](N1C(=O)CCC1=O)C(C)C,5.986504711000001
OC(=O)CCC/N=c\1/scc[nH]1,4.56607041139
NCCc1ccc(c(c1)OC)OC1CCCC1,5.64908353638
C=CCN1CCNC(C1)(CC)CC,6.17154212934
CCC/N=C(\[C@H](N(CC(=O)O)CC)C)/O,6.851826755589999
O=C(C1CC1)CN1CCCCCCC1=O,5.73615996854
OC(=O)[C@@H](SC1=CC(=C[C]2N1[N]C=N2)C)C,4.802809461324999
NCC(=O)c1ccc(c(c1)F)F,5.020500541725
CCC(c1nnnn1C[C@H](C(=O)O)C)(C)C,6.15521529831
CC([C@]12NCC[C@@H]2NCC1)C,7.57020732091
Cc1ccncc1OCC(=O)C,5.63275670535
CC[C@@H]1CCC[C@@H]1/C=C/C(=O)O,5.962014464455001
O=N(=O)[C]1C(=N[C](N1c1ccccc1)C)O,4.280350868365
CCNC[C@@H]1C[C@@]1(CC)C[C@@H](CC)C,7.834157755895
CCNCc1nnnn1[C@H](C1CCCC1)C,6.481751918910001
Cc1cc2c(CC3=NOSN3)coc2cc1,4.23409151378
O=C1C[C@@H]2[C@@H](O1)CCCO2,7.377006487055
CCN1C[C@@H](C[C@H]1CC)c1ccccc1,5.466767256545
COCc1ccc(cc1)[C@H](c1cnn(c1)C)O,6.08446569718
O=N(=O)C1=C[CH]NC2=C1CC[N]2,3.012300325035
C[C@@H]1CC[C@@](C1)(CCc1cccs1)C(=O)O,5.87221689379
CCCN1CCN(CC1)CCO,8.06001225181
N/C(=C\Cc1ccccc1)/O,5.4069022094350006
COc1ccc(cc1)[C]1NC(=NC(=C1)Cl)[NH],4.010958156369999
Brc1cc2n[nH]cc2nc1,4.6858005056100005
N#CCCN1CCN(CC1)C(=O)[C@H]1CCCO1,6.658625921735
CC(C#CCCC#CC(C)(C)C)(C)C,7.855926863935
CCNCCO[C@H](CC(C)C)C,7.84776344842
CCCCCNC[C@H](c1ccccc1C)CO,5.73615996854
O[C@H](c1ccco1)C#CC(C)(C)C,6.38379093273
CCN(C(=O)O)Cc1cccs1,5.8477266472450005
Cc1cnc(s1)[C@H](Cc1ccccc1)N,5.619151012825001
Cc1cc(C)c(c(c1)C)c1nc2c([nH]1)nccc2,4.90349158601
C/C=C(/N=C(/S)\C)\C=C,5.09941355837
CS[C@H]1C[C@H](C)CC[C@H]1C(=O)O,7.24367070031
Cc1scc(c1O)C(C)(C)C,5.67085264442
N=c1[nH]nc2c(c1)C[C@@H](CC2)c1ccccc1,4.01095815637
CCOOP(CC)O,6.86815358662
COc1cccc(c1C(=N)O)SC,4.927981832555
C[C@@H](/N=C(\COc1ccccc1O)/O)O,5.918476248375001
ClCCCOC[C@H]1CCCCO1,7.534832520345001
OCOCC1(CCCCC1)CC(C)C,9.24642863999
CCC(c1ccccc1)(C(=O)OCC=C)CC,6.44365597984
O/C=N/Nc1ccc(cc1)N[S](O)[O],4.808251738335
CNC[C@@]1(CCCOC1)Cc1ccco1,6.24229173047
NC[C@H](/C(=N\[C@H](C(=O)O)C(C)C)/O)N,6.57971290509
CCC/N=C(\c1cccc(c1N)OC)/O,5.053154203785001
O/C(=N/c1cc(N)ccc1F)/C=C(C)C,4.176947605175
CCC[C@H]([C@H](N(CC1CC1)CC1CC1)CN)C,7.194690207220001
OC(=O)[C@@]1(C=CNC=C1)[C@@H]1CCC=NC1,4.979683464150001
O[C@H]1CCC[C@H](C1)C(=O)OC(C)C,7.344352824995001
CC(=C)[C]([N]C(=O)[C@H]1CNCCO1)O,4.770155799265
CC[C@H](n1ccc(n1)C[C@@H]1CCCC1=O)C,5.77969818462
CC(=O)OCC1CCC2(CC1)OCCO2,7.10761377506
C[C@@H](C(C)(C)C)N=C,6.672231614259999
CCOc1cncc(n1)NC[C@@H]1CCC[C@@H]1N,4.906212724515
CC[Si](C=C)(OC)OC,7.113056052070001
O=Cc1nccc(c1N(C)C)OC1CC1,3.9810256328150007
COCCCOC(=O)[C@H]1CNC[C@H]1C,6.375627517215
C[C@]12OCC[C@H]2CC=CC1,7.213738176755
[NH][N]CC(=N)Nc1ccccc1,4.14157280461
OC[C@H]1CCCCN1/C(=N\C(C)(C)C)/O,6.82461537054
CC(N/C(=N\CCc1cccs1)/O)C,5.56744938123
COCOC[C@@H]1C[C@@H]2[N][CH][CH][N][C@H]2CO1,4.50620536428
OC(=N)CCCNC[C@@H](C(=O)O)/N=C(/O)\C,6.74298121539
CCC[C@H](/N=C(\NC(C(=O)O)(C)C)/O)C,6.533453550505
